"","PLAYERS","NO_APPEARANCES","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"124","PieGonti",2,"Humans; Heliod Combo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#piegonti_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#piegonti_rd_place"
"125","VampireGodric",2,"Bant Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-17#vampiregodric_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-04-22#vampiregodric_th_place"
"126","signblindman",2,"Gruul Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-17#signblindman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#signblindman_th_place"
"127","dm95",2,"Delver; Stoneblade","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-20#dm_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#dm_th_place"
"128","WhiTe TsaR",2,"UBRG Control; Miracles","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-04-22#white_tsar_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#white_tsar_rd_place"
"129","FestiFan",2,"Uroza; Bant Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#festifan_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#festifan_th_place"
"130","LORiWWA",2,"Amulet Titan; Eldrazi Tron","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#loriwwa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#loriwwa_th_place"
"131","im2g00t4ubarn",2,"Bant Control; WURG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#imgtubarn_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#imgtubarn_rd_place"
"132","quinniac",2,"Devoted; Gruul Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#quinniac_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-31#quinniac_th_place"
"133","joetru",2,"Niv To Light","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-27#joetru_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#joetru_th_place"
"134","SpiderSpace",2,"Saheeli Combo; Humans","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#spiderspace_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#spiderspace_th_place"
"135","Larry11",2,"Devoted; Gruul Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#larry_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#larry_rd_place"
"136","ilsecco14",2,"Neobrand","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#ilsecco_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#ilsecco_th_place"
"137","ponchonater55",2,"Boros Prowess; Blue Scapeshift","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#ponchonater_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#ponchonater_th_place"
"138","nathansteuer",2,"Mardu Prowess; Uroza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#nathansteuer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#nathansteuer_rd_place"
"139","PRGJJAR",2,"Dredge","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#prgjjar_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#prgjjar_th_place"
"140","AndyAWKWARD",2,"Blue Scapeshift","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-24#andyawkward_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#andyawkward_rd_place"
"141","kaikalbuquerque",2,"Bogles; Reclaimer Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-24#kaikalbuquerque_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#kaikalbuquerque_th_place"
"142","ArchaeusDota",2,"Green Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#archaeusdota_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#archaeusdota_th_place"
"143","Misplacedginger",2,"Jund Prowess; Bant Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#misplacedginger_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#misplacedginger_th_place"
"144","kthanakit26",2,"Rakdos Prowess; Burn","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-31#kthanakit_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#kthanakit_nd_place"
"145","UmekawaneikU",2,"Jund Shadow; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#umekawaneiku_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#umekawaneiku_rd_place"
"146","PietroSas",2,"Jund Shadow; Devoted","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-06-02#pietrosas_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#pietrosas_st_place"
"147","JB2002",2,"Bant Blink; Azorius Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#jb_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#jb_th_place"
"148","indianpancake",2,"Gruul Midrange; Jund Shadow","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#indianpancake_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#indianpancake_th_place"
"149","1yo2yo",2,"Thopter Urza","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#yoyo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#yoyo_th_place"
"150","tuhoajatane",2,"Amulet Titan; Temur Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#tuhoajatane_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#tuhoajatane_rd_place"
"151","shoktroopa",2,"Blue Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#shoktroopa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#shoktroopa_th_place"
"152","Thrall90",2,"Jund Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#thrall_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#thrall_th_place"
"153","A22en",2,"Miracles; Goblins","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-05#aen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#aen_th_place"
"154","cws",2,"Gifts Storm","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#cws_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#cws_rd_place"
"155","Danker",2,"Stoneblade; Azorius Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#danker_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#danker_th_place"
"156","NuBlkAu",2,"Izzet Prowess; Temur Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#nublkau_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#nublkau_th_place"
"157","Gerschi",2,"Mardu Prowess; Sultai Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#gerschi_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#gerschi_th_place"
"158","Rav104",2,"Rakdos Prowess; Oops All Spells","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#rav_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#rav_th_place"
"159","Phill_Hellmuth",2,"Grixis Shadow; Gruul Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#phill_hellmuth_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#phill_hellmuth_th_place"
"160","_Stream",2,"Izzet Prowess; Shadow Prowess","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#_stream_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#_stream_rd_place"
"161","billsive",2,"Reclamation; Temur Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#billsive_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#billsive_nd_place"
"162","BERNASTORRES",2,"Green Tron; WURG Control","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#bernastorres_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#bernastorres_st_place"
"163","azax",2,"Grixis Shadow; Reclaimer Titan","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#azax_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#azax_th_place"
"164","pootisgodsamongus",2,"Obosh Aggro","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#pootisgodsamongus_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#pootisgodsamongus_st_place"
"165","IzzetSignetIsTheBest",2,"Reclaimer Titan","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#izzetsignetisthebest_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#izzetsignetisthebest_rd_place"
"166","kiko",2,"Mono White Taxes; Azorius Taxes","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#kiko_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#kiko_rd_place"
"167","tkcheungab",2,"Green Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#tkcheungab_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#tkcheungab_nd_place"
"168","Curtisaxel",2,"Blue Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#curtisaxel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#curtisaxel_th_place"
"169","Vansguy",2,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#vansguy_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#vansguy_th_place"
"170","MoxSquirrel",2,"Mill; Heliod Combo","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#moxsquirrel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#moxsquirrel_nd_place"
"171","RespectTheCat",2,"Azorius Taxes; Rakdos Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#respectthecat_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#respectthecat_th_place"
"172","fradev1988",2,"Electro Balance","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#fradev_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#fradev_th_place"
"173","DenebLyrae",2,"Heliod Combo","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#deneblyrae_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#deneblyrae_rd_place"
"174","maxbv",2,"Mono White Taxes","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#maxbv_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#maxbv_th_place"
"175","AlpInco",2,"Oops All Spells","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#alpinco_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#alpinco_th_place"
"176","CordoTwin",2,"Shadow Prowess","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#cordotwin_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#cordotwin_th_place"
"177","Tweedel",2,"Obosh Aggro","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#tweedel_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#tweedel_st_place"
"178","rodeo",2,"Oops All Spells","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#rodeo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#rodeo_th_place"
"179","Condescend",2,"WURG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#condescend_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#condescend_th_place"
"180","CrusherBotBG",2,"Hammer Time","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#crusherbotbg_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#crusherbotbg_st_place"
"181","LillHalonen",1,"Bogles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lillhalonen_st_place"
"182","Elnitzo",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#elnitzo_nd_place"
"183","austinflakesss",1,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#austinflakesss_th_place"
"184","lan2_13",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#lan__th_place"
"185","llawtonss",1,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#llawtonss_th_place"
"186","rksgsn",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-05#rksgsn_th_place"
"187","fradelrock",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#fradelrock_rd_place"
"188","jessy_samek",1,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#jessy_samek_th_place"
"189","i_b_TRUE",1,"Titan Shift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#i_b_true_th_place"
"190","Icteridae",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-01-05#icteridae_th_place"
"191","SourceOdin",1,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#sourceodin_nd_place"
"192","Gul_Dukat",1,"Urza Oko","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#gul_dukat_rd_place"
"193","jschloss",1,"Golgari Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#jschloss_th_place"
"194","LSMD",1,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-12#lsmd_th_place"
"195","sultai4lyfe",1,"Dimir Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#sultailyfe_st_place"
"196","bntrusty14",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#bntrusty_th_place"
"197","Irkus",1,"Green Eldrazi","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#irkus_th_place"
"198","Meltiin",1,"Reclaimer Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#meltiin_th_place"
"199","Jadacant",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-01-19#jadacant_th_place"
"200","Cherryxman",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-01-26#cherryxman_th_place"
"201","Antoine57437",1,"Badzan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-02#antoine_st_place"
"202","elvin7",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-02#elvin_nd_place"
"203","Beicodegeia",1,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-02#beicodegeia_th_place"
"204","Orim67",1,"Polymorph","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-02#orim_th_place"
"205","FranPi",1,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#franpi_st_place"
"206","EtherSnake",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#ethersnake_th_place"
"207","Twibs",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-09#twibs_th_place"
"208","Genxim",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#genxim_nd_place"
"209","KelMasterP",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#kelmasterp_rd_place"
"210","Darkwonyx",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-16#darkwonyx_th_place"
"211","EduFonseca",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#edufonseca_rd_place"
"212","angelsjeffrey",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#angelsjeffrey_th_place"
"213","ivanguille",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#ivanguille_th_place"
"214","medvedev",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-02-17#medvedev_th_place"
"215","grinderA",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-23#grindera_th_place"
"216","rileydk",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-02-23#rileydk_th_place"
"217","___Frashe___",1,"Crabvine","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#___frashe____th_place"
"218","Nikito18",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-03-01#nikito_th_place"
"219","Dazai",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#dazai_st_place"
"220","joker10289",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#joker_th_place"
"221","npercario",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-08#npercario_th_place"
"222","KOVU211",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#kovu_rd_place"
"223","SakeIzumo",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#sakeizumo_th_place"
"224","didoguidotti1",1,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#didoguidotti_th_place"
"225","Ivan_Catanduva_Br",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-09#ivan_catanduva_br_th_place"
"226","sinforlife54",1,"Mono White Eldrazi Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#sinforlife_nd_place"
"227","danielmos",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-15#danielmos_rd_place"
"228","JSG-MTG",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#jsg-mtg_rd_place"
"229","fistfullofmetal",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#fistfullofmetal_th_place"
"230","Rooney56",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#rooney_th_place"
"231","SuperCow12653",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-03-16#supercow_th_place"
"232","albert62",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#albert_st_place"
"233","SCJ",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#scj_th_place"
"234","_IlNano_",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#_ilnano__th_place"
"235","tia05",1,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-22#tia_th_place"
"236","JoshicallsmeFabo",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#joshicallsmefabo_st_place"
"237","helvetti",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#helvetti_rd_place"
"238","Matti",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#matti_th_place"
"239","timewalkinonsunshine",1,"Taking Turns","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-22#timewalkinonsunshine_th_place"
"240","msskinbolic",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#msskinbolic_rd_place"
"241","alithinar",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#alithinar_th_place"
"242","Linsanity96",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-23#linsanity_th_place"
"243","xame3",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#xame_nd_place"
"244","fatkiddestroyers",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#fatkiddestroyers_th_place"
"245","genkytoro",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#genkytoro_th_place"
"246","oniiman",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#oniiman_th_place"
"247","APAKane",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-03-29#apakane_th_place"
"248","Theo_Jung",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#theo_jung_rd_place"
"249","TheAdonis",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#theadonis_th_place"
"250","Trieste",1,"Mardu Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-29#trieste_th_place"
"251","carlosalmeida",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-30#carlosalmeida_st_place"
"252","Bertram",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-players-tour-qualifier-2020-03-30#bertram_th_place"
"253","Darthkid",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#darthkid_th_place"
"254","TheMelkMan",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-03-31#themelkman_th_place"
"255","harukispecial",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#harukispecial_rd_place"
"256","Capin_ahab",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-05#capin_ahab_th_place"
"257","MATTOMARINAIO",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#mattomarinaio_st_place"
"258","Ziojimbo",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#ziojimbo_rd_place"
"259","Roald",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#roald_th_place"
"260","SIN",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-05#sin_th_place"
"261","RNGspecialist",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#rngspecialist_st_place"
"262","ThePainTrain9",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#thepaintrain_nd_place"
"263","raisans",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#raisans_rd_place"
"264","RicardoMSLan",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#ricardomslan_th_place"
"265","DDMeelow",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#ddmeelow_th_place"
